drug1,drug2,score
[38794],[48480],0.9614427
[7244],[7383],0.69651085
[18092],[103722],0.80346614
[13753],[4789],0.8840873
[7611],[6487],0.92508084
[11306],[9702],0.9969898
[6860],[51836],0.9968634
[38916],[16808],0.9962581
[12565],[777],0.8317988
[21020],[104075],0.779523
[23460],[51492],0.78485185
[15064],[91562],0.9894399
[15650],[9060],0.9024357
[40128],[14904],0.9901573
[14296],[8921],0.69174874
[17340],[16367],0.9828528
[104075],[11002],0.573483
[12152],[12889],0.5432243
[14601],[15519],0.5365301
[7544],[105409],0.82190466
[15519],[10982],0.65986246
[23211],[44030],0.8584715
[15156],[13030],0.80858135
[91776],[28649],0.90446776
[59726],[9971],0.5074587
[2369],[15085],0.83595973
[17258],[11099],0.7628409
[81878],[15413],0.8072024
[62911],[23276],0.956657
[11546],[5566],0.9021651
[44757],[8592],0.81994545
[18617],[23348],0.91874945
[7313],[103214],0.5705039
[12406],[13989],0.95176786
[12460],[19417],0.96486944
[55426],[37928],0.68591636
[67143],[8186],0.9989403
[13724],[59639],0.97079086
[71138],[82954],0.99909097
[20971],[100820],0.7794364
[30933],[13908],0.57114863
[100561],[18007],0.996405
[91747],[1464],0.8500358
[6073],[96627],0.83525604
[39141],[40914],0.94411397
[17319],[39793],0.98427695
[17166],[8468],0.7999327
[19374],[12406],0.6628443
[7038],[22562],0.96202433
[39984],[81878],0.99943924
[105850],[36782],0.9765726
[38271],[39984],0.8920084
[7465],[7266],0.68847704
[16027],[39841],0.73026955
[14601],[1267],0.7324779
[72487],[15583],0.96216404
[10692],[15747],0.9806619
[18826],[38529],0.58151186
[6941],[24783],0.9823151
[9830],[10434],0.87202984
[10897],[13584],0.6321748
[106296],[18074],0.60612094
[25098],[11686],0.8819749
[8981],[34944],0.6489931
[87387],[16045],0.94604284
[3275],[47801],0.95746034
[15880],[15196],0.8798116
[44030],[70490],0.95142204
[100643],[17340],0.84368324
[10452],[50421],0.5663085
[7465],[37868],0.82940745
[71138],[12460],0.76381767
[4789],[41061],0.80922395
[99640],[48375],0.75965476
[10434],[34251],0.8811401
[14657],[15120],0.6905729
[67143],[50595],0.9134313
[21921],[104880],0.6975823
[9380],[15451],0.97947747
[12539],[8611],0.5053631
[24593],[13522],0.5949616
[8676],[32173],0.8960393
[98841],[6732],0.9738898
[38916],[23276],0.9375212
[1572],[7994],0.9616646
[12204],[28358],0.7959128
[67604],[104342],0.7065795
[83096],[5381],0.51801836
[17861],[9293],0.7035724
[71138],[85619],0.96479225
[95488],[96487],0.99633294
[82954],[97901],0.6001761
[23211],[20755],0.8945451
[12653],[6383],0.9657676
[39688],[20286],0.996852
[24075],[20713],0.60762423
[8592],[59538],0.94914764
[10250],[40394],0.9196579
[15932],[23033],0.8950485
[91694],[41128],0.985889
[13704],[12442],0.9974057
[35963],[68553],0.9806
[101757],[6321],0.7623404
[43826],[28510],0.97794545
[11002],[14978],0.98736155
[17887],[12348],0.9979159
[43244],[85619],0.73103887
[38016],[6732],0.9900968
[70992],[741],0.8721305
[15032],[101056],0.55656487
[55573],[100804],0.53293645
[34944],[15085],0.97705984
[37471],[10897],0.93662524
[13670],[1538],0.7137479
[7611],[103012],0.7114816
[30933],[37113],0.57094944
[4879],[10036],0.98576003
[13337],[19000],0.97360194
[13943],[56045],0.6198726
[12460],[21843],0.99575853
[2745],[19351],0.79712427
[21843],[7113],0.85566986
[32336],[45840],0.9903356
[26479],[1928],0.52692825
[39793],[14692],0.7768374
[39819],[99482],0.89372855
[4531],[9914],0.7649132
[25536],[11039],0.9566188
[43826],[41332],0.6224057
[45753],[11962],0.5136277
[38171],[13567],0.89059377
[26745],[5848],0.83108085
[25335],[94592],0.72955453
[91776],[94324],0.64233047
[15570],[2414],0.99417585
[21823],[14178],0.593592
[27919],[103165],0.9991335
[12960],[13989],0.8088055
[37928],[11622],0.87666637
[11466],[81838],0.5356255
[2868],[5036],0.78162074
[70992],[8323],0.8525754
[5662],[100993],0.8865364
[24092],[37791],0.95961004
[17397],[17004],0.9680597
[1865],[26479],0.995452
[8981],[30933],0.73038656
[3587],[59290],0.53534716
[9653],[15064],0.91782755
[9012],[25431],0.73241913
[26898],[7367],0.57469726
[67604],[17796],0.8643572
[3952],[13172],0.67468953
[14472],[4553],0.7164342
[13789],[20732],0.9663248
[104481],[19500],0.85860366
[28709],[100510],0.80103046
[32351],[28240],0.8591174
[5254],[71654],0.96108365
[42302],[51422],0.8703385
[7465],[39555],0.9891025
[39417],[44370],0.62109035
[25431],[21265],0.5142339
[12565],[51692],0.88201356
[53858],[54643],0.95519304
[5685],[39362],0.860979
[105409],[21075],0.94813555
[100534],[50421],0.70300066
[1267],[80930],0.6964125
[98766],[38794],0.99470544
[25926],[91657],0.5782612
[28510],[52040],0.6011066
[100750],[15032],0.5508123
[19394],[43826],0.96068347
[63382],[17025],0.8339256
[3170],[22424],0.8611121
[17525],[18114],0.8422093
[2708],[85571],0.8292775
[11546],[44133],0.56177026
[14766],[53486],0.94848835
[106455],[6645],0.9002273
[98841],[19000],0.7442921
[26277],[13670],0.9869228
[37113],[16312],0.8672111
[56326],[98567],0.83707654
[14766],[7994],0.9993631
[19294],[22562],0.9266649
[11172],[39382],0.70820653
[34978],[7106],0.8955669
[72487],[5701],0.97718114
[95371],[49892],0.9766513
[14924],[59538],0.730339
[38916],[57603],0.9954867
[1041],[16874],0.88435894
[24207],[25536],0.8394941
[19334],[2989],0.73051673
[56326],[41350],0.57257795
[98407],[12052],0.9743198
[32709],[16711],0.8501495
[13704],[5324],0.5394532
[82544],[37791],0.7913236
[14040],[16896],0.92134756
[63888],[94724],0.78743625
[27503],[25393],0.80928916
[23276],[1715],0.7800288
[39527],[21843],0.9124728
[25681],[14422],0.9133732
[104481],[21094],0.6087109
[57096],[5662],0.6152181
[69578],[33626],0.63337505
[15519],[59358],0.8124211
[7642],[12771],0.7520647
[104880],[82954],0.9170843
[27139],[6645],0.6904585
[38016],[19113],0.8709966
[23276],[93926],0.7621487
[4747],[18267],0.91286016
[92243],[104533],0.9771707
[44358],[20989],0.9349306
[106365],[22424],0.98253244
[17907],[39527],0.99607456
[37868],[36127],0.73826134
[68894],[8392],0.57075226
[37791],[45351],0.93695855
[9268],[11355],0.57471114
[2768],[68894],0.8178385
[37428],[96551],0.8939597
[9125],[46738],0.60721153
[62911],[24805],0.8258746
[9380],[59836],0.6382682
[7383],[5254],0.99389213
[19500],[105266],0.99406874
[24783],[39555],0.81461483
[15196],[17887],0.9463088
[11415],[7313],0.93241364
[97785],[38763],0.83861417
[110451],[40128],0.71866745
[21094],[5742],0.71563834
[58181],[55573],0.71027607
[34615],[41111],0.7706563
[7721],[14253],0.9450394
[97845],[9576],0.8015538
[62911],[44757],0.96388155
[8551],[17192],0.86537695
[2768],[43960],0.9236066
[75512],[44229],0.6953436
[40183],[106431],0.78617555
[47769],[16928],0.97262734
[24805],[55426],0.8125386
[17988],[96789],0.926645
[106431],[27677],0.95836776
[16312],[67143],0.5755919
[18980],[12991],0.8013793
[14534],[3275],0.7452388
[8551],[55826],0.7861282
[21620],[54636],0.61600494
[2414],[11322],0.98914665
[45237],[12795],0.9898827
[13499],[4391],0.7930235
[39886],[14657],0.7823112
[19500],[60261],0.5295837
[8884],[12771],0.5451142
[77524],[9242],0.63126534
[26146],[44133],0.8449442
[10841],[55826],0.5667376
[99855],[16140],0.9512835
[35525],[5886],0.84919125
[12619],[21620],0.82372403
[38663],[48865],0.5050596
[7857],[20253],0.5489166
[25348],[11322],0.6238246
[59747],[2369],0.8175762
[105998],[52432],0.73388845
[8901],[38469],0.9743958
[33148],[19294],0.915988
[4553],[52916],0.6306451
[40068],[28863],0.6685282
[103792],[12704],0.9929572
[68894],[41369],0.6543324
[36010],[104342],0.533118
[66120],[12460],0.9526694
[17227],[96824],0.9152208
[8981],[17457],0.85903543
[44682],[43492],0.70396775
[9674],[20342],0.6782729
[8676],[17227],0.9554819
[10982],[21265],0.52199686
[25994],[7821],0.9681993
[4879],[95192],0.8116158
[102398],[3275],0.61750436
[6595],[105409],0.9219747
[18267],[67143],0.9913849
[38442],[40128],0.86764586
[15770],[36623],0.6441991
[17887],[16844],0.9942904
[69783],[18092],0.5871523
[45879],[18601],0.518797
[96551],[16928],0.88606656
[38171],[8653],0.7696834
[28124],[6966],0.6287534
[17988],[24840],0.95541716
[1464],[66120],0.9767466
[74540],[25994],0.9281657
[29379],[21249],0.96892774
[10731],[15214],0.60040635
[36361],[95488],0.75200117
[30730],[94592],0.9356198
[1139],[17282],0.7889029
[10933],[20402],0.5895643
[12052],[18902],0.9078922
[35525],[15064],0.8500307
[91694],[57096],0.99942636
[10982],[17359],0.7471438
[91747],[16312],0.5043253
[22585],[20940],0.9970993
[12317],[2672],0.6208943
[12052],[100893],0.65919614
[37113],[72828],0.917323
[18092],[47336],0.5883301
[35963],[10549],0.5255883
[21094],[43826],0.60341555
[24386],[7747],0.8590795
[16121],[15214],0.7986771
[18902],[12704],0.7966906
[28709],[41061],0.67679375
[25348],[39841],0.81699216
[67604],[103639],0.91153765
[39653],[7906],0.87852293
[92079],[22424],0.55995154
[27403],[34944],0.9550798
[17558],[17457],0.9855014
[20088],[45753],0.660085
[71602],[35963],0.59021485
[26370],[7491],0.81406355
[72991],[17143],0.68512064
[11546],[4087],0.6965192
[12917],[9810],0.83582544
[11415],[32252],0.91545296
[43517],[17525],0.76004404
[6645],[36623],0.96326244
[68740],[59726],0.85330075
[4087],[13584],0.55839145
[6702],[55639],0.8525305
[6798],[16620],0.7055855
[17319],[18031],0.8044172
[6553],[9991],0.96182585
[18007],[7016],0.9598814
[9830],[6576],0.8956633
[8846],[7925],0.99992937
[105731],[18267],0.6700219
[11887],[40394],0.5863782
[43517],[9576],0.89273185
[15103],[57358],0.66894996
[17025],[23276],0.5070518
[4391],[39382],0.85527843
[97031],[17004],0.9960116
[14446],[106388],0.75960094
[21823],[102757],0.65252876
[18980],[8064],0.844852
[4747],[17907],0.9882687
[11754],[5214],0.9650082
[25994],[17359],0.9732554
[55639],[14235],0.7759969
[26353],[96871],0.9665915
[8676],[37928],0.76150876
[29025],[103141],0.9640456
[94724],[3092],0.6824786
[18381],[5254],0.9980932
[15032],[37791],0.99748534
[96537],[24354],0.9320744
[19000],[9953],0.9745891
[40128],[41204],0.9126964
[67143],[14117],0.8684311
[18092],[106056],0.9642145
[21075],[35633],0.6380845
[14601],[98766],0.98790544
[73342],[71480],0.6978206
[21324],[95192],0.5720688
[3139],[38171],0.635771
[10296],[28240],0.7819386
[3139],[20342],0.89341044
[5015],[7882],0.9688293
[91735],[10549],0.9430714
[34944],[24149],0.59384304
[14885],[14726],0.6462147
[14100],[99678],0.99791175
[25681],[36440],0.52038664
[94724],[61396],0.80210155
[98071],[36382],0.9167062
[52040],[39555],0.8876488
[45237],[12478],0.620334
[6383],[19670],0.9973726
[41128],[71969],0.8452946
[95488],[10822],0.9403084
[11564],[25926],0.57807386
[103027],[5192],0.9347237
[32252],[5662],0.94194716
[37586],[12771],0.84845155
[11466],[20755],0.79561174
[7680],[3690],0.8480188
[6553],[15913],0.67616886
[20286],[87472],0.58156365
[16417],[11415],0.9720105
[10670],[13522],0.9757745
[39808],[11075],0.794336
[100893],[32800],0.9782404
[25201],[11039],0.9800038
[16711],[17489],0.694707
[21743],[4879],0.900912
[10596],[98567],0.8374665
[15485],[19294],0.9871609
[5848],[60225],0.94394934
[20614],[27352],0.5988082
[105716],[12679],0.997985
[10095],[4201],0.6461685
[8551],[63382],0.5732366
[104459],[32709],0.52192545
[12348],[19294],0.52209264
[105649],[12917],0.8367337
[11466],[23348],0.9185413
[5192],[32800],0.9491816
[100510],[20563],0.78098404
[22585],[24386],0.95474803
[12052],[105496],0.93375206
[9702],[15770],0.999646
[9971],[18869],0.82175463
[94699],[36382],0.5348372
[37253],[17380],0.5713162
[3305],[14385],0.9947695
[14317],[18464],0.9332979
[7721],[22774],0.7117814
[10250],[104557],0.92494625
[17525],[39555],0.9896767
[14385],[8611],0.6627721
[14996],[15156],0.62382495
[14100],[13724],0.97807294
[21020],[11754],0.95996755
[19113],[27183],0.7747083
[17340],[38520],0.8812083
[106388],[31172],0.59178036
[9810],[16140],0.9213308
[15103],[10250],0.67342156
[34251],[71138],0.98734957
[18559],[23992],0.80126554
[35227],[18267],0.604807
[87387],[48375],0.59121037
[16170],[37428],0.94789445
[10915],[5763],0.68468004
[39417],[100790],0.58060086
[100561],[19437],0.9792576
[3650],[41398],0.81129116
[57389],[44014],0.9284986
[5110],[38171],0.89685404
[20755],[21903],0.9939805
[7925],[30471],0.99966085
[3217],[10670],0.8521572
[11686],[37233],0.9865493
[25348],[11982],0.69949615
[9830],[103448],0.5668169
[99593],[55573],0.68007165
[5528],[6002],0.7065378
[1267],[34978],0.9984489
[23276],[7038],0.99962765
[7702],[11754],0.79699725
[2414],[106365],0.9046015
[15376],[13943],0.9993471
[38613],[15770],0.5289062
[14296],[68606],0.5146629
[51740],[14216],0.77304333
[19670],[10434],0.79350835
[15650],[17558],0.7500882
[11151],[18114],0.580568
[9536],[55887],0.73948216
[87265],[20402],0.8675156
[19334],[11057],0.9159705
[106455],[12795],0.98415625
[104880],[30933],0.95207244
[34978],[44119],0.52288437
[100510],[15519],0.96242076
[57492],[6383],0.9774478
[15413],[18485],0.708806
[15795],[27919],0.5110429
[13584],[11466],0.7062304
[8186],[21159],0.64750296
[8186],[9810],0.7656946
[12889],[37868],0.9037777
[13873],[17887],0.9999866
[80930],[19437],0.9975565
[37563],[99444],0.8375637
[39527],[103214],0.94174165
[19500],[15120],0.97704625
[15451],[52040],0.73346156
[55573],[19791],0.9209466
[20342],[25131],0.861915
[92079],[19155],0.83577764
[18051],[25779],0.7444494
[103722],[20732],0.7502164
[5254],[12991],0.9986019
[27919],[15376],0.9880473
[7611],[13704],0.70777965
[54636],[16825],0.6981869
[81653],[25926],0.84154165
[14343],[43960],0.8403557
[5792],[13195],0.9917462
[9576],[37868],0.6632139
[41599],[100510],0.64083225
[78948],[7491],0.9705043
[6702],[38204],0.54969007
[20563],[92113],0.9376059
[27677],[31172],0.6684392
[27299],[19394],0.95384234
[13622],[8699],0.5101365
[20286],[104920],0.5410513
[14805],[17143],0.7549895
[39141],[12460],0.9849724
[55426],[15250],0.5760582
[9868],[98718],0.62777114
[97920],[28709],0.9682327
[44358],[43960],0.94121313
[59376],[20402],0.9954882
[91591],[20834],0.6097568
[33103],[99292],0.509525
[52862],[68553],0.71091324
[52432],[4013],0.54785806
[30787],[6353],0.61859924
[30243],[5507],0.97872216
[75051],[18585],0.55864686
[7216],[26815],0.89931196
[47860],[37791],0.9607924
[5742],[104481],0.95654833
[105850],[13943],0.9849503
[35472],[4789],0.6070292
[68740],[78985],0.6384036
[9991],[17761],0.6047903
[59376],[68160],0.53500557
[34088],[16121],0.68227315
[8186],[103346],0.6234806
[18092],[12771],0.885147
[43504],[57603],0.8487533
[6487],[39738],0.6131223
[1464],[22466],0.6936563
[12679],[93819],0.98240745
[96627],[67604],0.99901485
[51492],[55426],0.8174981
[81878],[8699],0.97957414
[7821],[17098],0.99320716
[20940],[11843],0.8679139
[11117],[35893],0.93073434
[13831],[25289],0.6458545
[59639],[105687],0.5351536
[24805],[67143],0.98526305
[15913],[19155],0.7953775
[13908],[10122],0.7744623
[5148],[99292],0.9839453
[15859],[14317],0.9381098
[15214],[13030],0.91978675
[13522],[25779],0.5287382
[97663],[20780],0.53268665
[15770],[10479],0.99672484
[59824],[13670],0.79104763
[15156],[17988],0.97699386
[96487],[29483],0.5636835
[41432],[78962],0.6291017
[2868],[12184],0.5671099
[12679],[69999],0.6007826
[8115],[87387],0.9829494
[16224],[15064],0.9604786
[17887],[97492],0.99249095
[5528],[93971],0.5117389
