drug1,drug2,score
[36024],[9576],0.99471134
[18092],[47336],0.84758955
[30730],[19460],0.8521272
[7038],[28358],0.9995443
[44358],[20989],0.54323196
[6487],[2414],0.9878295
[28841],[28626],0.9153593
[16711],[10982],0.63954836
[103027],[39637],0.9926742
[67143],[50595],0.99977624
[17605],[13967],0.95429343
[97650],[39141],0.59552777
[760],[13670],0.5665624
[7642],[12771],0.92353207
[6304],[15583],0.7551556
[28510],[12348],0.89162135
[42817],[6732],0.521258
[20614],[14996],0.8337121
[38271],[39984],0.85343677
[13704],[12442],0.99875975
[31096],[17761],0.98956573
[18559],[19500],0.6491228
[5036],[71138],0.9933188
[28841],[3275],0.9723039
[43504],[9536],0.97194296
[10479],[28307],0.6917273
[22424],[3587],0.8848076
[61396],[18007],0.69901556
[8592],[59538],0.82928014
[14422],[95891],0.90244836
[7721],[99292],0.94867533
[27299],[19394],0.9968637
[21214],[38334],0.95253986
[8901],[104787],0.87562025
[103282],[22528],0.57814324
[92243],[104533],0.5773555
[23276],[39637],0.92322826
[71654],[103614],0.6704053
[3217],[10670],0.7615334
[106388],[27971],0.5522017
[104481],[19500],0.9472208
[10915],[20253],0.91440725
[71654],[15156],0.75280553
[4789],[7994],0.9982747
[22466],[29117],0.98899
[21843],[7113],0.99505115
[12460],[19417],0.9440879
[18074],[91546],0.5841565
[39808],[6487],0.96404517
[7721],[97120],0.68231004
[21862],[39886],0.95948285
[105039],[19996],0.50095963
[40068],[12704],0.5126456
[43492],[28288],0.8956312
[59538],[18847],0.8760503
[20286],[104920],0.6351579
[722],[13670],0.9769243
[38636],[9536],0.6175476
[32336],[45840],0.9956478
[91694],[41128],0.98974395
[5192],[4423],0.7478661
[96871],[62152],0.6624852
[36361],[45351],0.5411815
[3515],[14978],0.93684316
[95205],[21862],0.9908317
[38931],[6619],0.5921512
[100111],[1865],0.9463622
[7266],[15583],0.862233
[34088],[38016],0.9059657
[14100],[21249],0.8904047
[45753],[18051],0.8315518
[16522],[9830],0.8786358
[34978],[5662],0.5217705
[13773],[37928],0.677381
[7994],[13923],0.9660357
[67604],[103639],0.82285273
[45658],[21921],0.5464851
[17887],[12348],0.9940426
[19500],[15120],0.99514174
[94868],[47769],0.5337685
[1112],[26246],0.5502722
[13753],[4789],0.9947991
[15795],[27919],0.7962201
[49101],[46266],0.75557
[17397],[17558],0.89567745
[20133],[32826],0.6844478
[8186],[9810],0.90769225
[35472],[4789],0.9223387
[60006],[16928],0.81807
[10951],[31096],0.8954084
[14766],[53486],0.9831366
[7611],[7113],0.80053675
[2208],[101979],0.86699206
[38469],[106388],0.99930257
[13622],[40083],0.9441031
[6966],[13873],0.57860404
[9914],[4201],0.8822232
[61396],[36440],0.98623157
[9702],[106431],0.91137046
[99517],[16660],0.9977564
[99395],[44757],0.58525383
[4747],[17907],0.999699
[26745],[55826],0.62701267
[102330],[96871],0.92470884
[3358],[27299],0.9959747
[11002],[18826],0.56834507
[21493],[10059],0.7415066
[57512],[27299],0.99996406
[59376],[27105],0.59914774
[53858],[33871],0.79553187
[12565],[5584],0.84091294
[26353],[67604],0.99987024
[9702],[6228],0.91584617
[1572],[37233],0.56937575
[28358],[18381],0.988845
[101342],[78948],0.9634617
[59726],[68437],0.9965993
[14385],[8611],0.8202749
[13584],[101568],0.71672624
[106056],[11715],0.94834745
[6798],[10652],0.6271144
[15103],[9060],0.98741716
[25098],[41128],0.5326139
[51740],[25379],0.9726052
[2745],[19351],0.53167963
[8098],[39637],0.9858882
[3759],[37373],0.773457
[103027],[8863],0.5749563
[31201],[91830],0.7031463
[69578],[17887],0.9708929
[8825],[41332],0.92463225
[17887],[16844],0.6958554
[27677],[38442],0.9388257
[39808],[11735],0.8231584
[40140],[103027],0.8127795
[11019],[8115],0.9974409
[15196],[17887],0.95990676
[68091],[18051],0.61241704
[19791],[39653],0.65587693
[22798],[106388],0.9040636
[16367],[72877],0.8781016
[22585],[24386],0.91515714
[66120],[16896],0.8766279
[25994],[24115],0.76301455
[13602],[100400],0.9949322
[75378],[20614],0.9302134
[24075],[20713],0.70997137
[18429],[8392],0.9811143
[19806],[10841],0.5916462
[7925],[102151],0.7890951
[19996],[44583],0.51949275
[9702],[20563],0.7579174
[10692],[15747],0.9936752
[3515],[40164],0.99695045
[39141],[40914],0.6996187
[38469],[13847],0.583503
[15451],[19996],0.8210557
[63141],[18381],0.6397106
[8186],[3690],0.89518434
[14011],[103614],0.9007144
[2208],[12460],0.7006886
[35893],[72487],0.8591079
[17397],[17004],0.63132745
[35963],[68553],0.9046888
[14805],[17143],0.99460506
[100893],[25536],0.9999011
[91776],[28649],0.90322274
[2414],[11322],0.91009736
[10670],[13522],0.8418564
[50252],[98841],0.853528
[39653],[96262],0.5962589
[8551],[17192],0.9448592
[66120],[10508],0.5190245
[20614],[6282],0.743011
[5381],[36010],0.8082592
[14422],[8115],0.79110914
[13522],[19374],0.8191629
[10951],[38794],0.9818553
[78948],[7491],0.94641274
[57967],[8592],0.8954906
[27183],[16224],0.8985673
[11117],[6860],0.66612273
[55573],[19791],0.9822734
[39527],[5792],0.610276
[92079],[19155],0.99752903
[100534],[50421],0.7471077
[34251],[4879],0.8439774
[14422],[7295],0.51662505
[103027],[68606],0.8254813
[14100],[13724],0.99163187
[6645],[19275],0.8672424
[13240],[5214],0.6118279
[41232],[18826],0.7594631
[43517],[9576],0.7375425
[10841],[17818],0.98287576
[1095],[13670],0.54259396
[7038],[2369],0.6811225
[20847],[10479],0.54210603
[71138],[21789],0.96634364
[28863],[52040],0.84936196
[4497],[96963],0.56058174
[4605],[25335],0.6610705
[23276],[31598],0.7623269
[16711],[17489],0.8563267
[12478],[17340],0.99953985
[21620],[54636],0.98801684
[11546],[4087],0.83218145
[18329],[24805],0.9999545
[15598],[47769],0.86674124
[15085],[45429],0.9124459
[68894],[8392],0.9377704
[81770],[13923],0.9586636
[37113],[4879],0.9949356
[17319],[96700],0.98630625
[33103],[99292],0.7262811
[14422],[14040],0.972119
[741],[71969],0.99035937
[11306],[9702],0.9920635
[93657],[11887],0.52301055
[4553],[52916],0.76951796
[41250],[14472],0.8667354
[12258],[41599],0.9872278
[44757],[7821],0.76901615
[17166],[101994],0.9977375
[8323],[53858],0.8440203
[19091],[35633],0.93208236
[68553],[12348],0.87711275
[97120],[15485],0.91700786
[9702],[15770],0.89206004
[100750],[15032],0.6566619
[14446],[102733],0.5470154
[10434],[34251],0.78615814
[69206],[32336],0.9870252
[45738],[36556],0.8702503
[3390],[21921],0.9454073
[94699],[39527],0.50484675
[19670],[33103],0.9779646
[95588],[17004],0.74879736
[35525],[36470],0.8489047
[98021],[6073],0.9001251
[21094],[5742],0.87171257
[39984],[25098],0.9864209
[70992],[20847],0.9074953
[12258],[100400],0.9588644
[104880],[82954],0.5347164
[11686],[37233],0.99228686
[12204],[5662],0.8815445
[9743],[22774],0.6524093
[34944],[97053],0.85254014
[39346],[59376],0.7484301
[101056],[14216],0.9172984
[24783],[100820],0.6656115
[5214],[97920],0.5457795
[82954],[97901],0.9427874
[38541],[48375],0.9957687
[11228],[13222],0.6271037
[17887],[3877],0.9827414
[11415],[103639],0.5038466
[19374],[50570],0.55755347
[15747],[11151],0.9877781
[41613],[35963],0.9700707
[66120],[12460],0.9961041
[24783],[8098],0.9999816
[94868],[21342],0.9354074
[2208],[28358],0.9233481
[6941],[101899],0.9062865
[69578],[7107],0.9982308
[13435],[13522],0.6817697
[5381],[29117],0.8180965
[57492],[6383],0.9948733
[12704],[61485],0.9016938
[5214],[6619],0.82770634
[8186],[103346],0.59122205
[32709],[38016],0.99023986
[30933],[20940],0.9999399
[15175],[4879],0.5629867
[33455],[82954],0.89802396
[14100],[39637],0.87155545
[10915],[5763],0.9244086
[37290],[40164],0.9028133
[27183],[15770],0.9810564
[24075],[55396],0.9940886
[20595],[9346],0.96224284
[8846],[34978],0.87954444
[12889],[7906],0.78098345
[38171],[62046],0.5271503
[57512],[80930],0.51725125
[30933],[3826],0.9818843
[6702],[55639],0.54078513
[9810],[9060],0.55244535
[9536],[43960],0.65280795
[8754],[16928],0.8848904
[6383],[97663],0.98273855
[85619],[17575],0.94501185
[59501],[49892],0.98555934
[65982],[21094],0.7815486
[17489],[21903],0.7798329
[15570],[2414],0.9681654
[19113],[27183],0.9331775
[59747],[2369],0.69256717
[104075],[11002],0.9843864
[25583],[14178],0.98991686
[25098],[11686],0.96693605
[29006],[43244],0.7398709
[14710],[13967],0.59062743
[4497],[13813],0.9726793
[17761],[94592],0.99052715
[17319],[18031],0.9464223
[5036],[26209],0.7015283
[21823],[27789],0.6276414
[42187],[95205],0.59776384
[26353],[96871],0.6978954
[19611],[10122],0.7815043
[33148],[19294],0.9840519
[8901],[102167],0.77311575
[4964],[32800],0.8011387
[950],[67604],0.60746557
[8901],[38469],0.9500954
[11686],[13813],0.99927944
[43492],[14842],0.5721447
[18329],[105039],0.888949
[15552],[100804],0.8922934
[15583],[96262],0.8440247
[12204],[10036],0.8088684
[67143],[14117],0.6653153
[18267],[87387],0.9451617
[99640],[13642],0.9320865
[7383],[5254],0.9961815
[24658],[20286],0.9934261
[22756],[14216],0.56665653
[37113],[72828],0.8906082
[10692],[44682],0.9312891
[13704],[71131],0.9208983
[14317],[18464],0.5337035
[14472],[4553],0.8044108
[9830],[10434],0.6204883
[19772],[29596],0.8615444
[15120],[14446],0.9025146
[100893],[32800],0.87576723
[35893],[10411],0.813995
[15103],[34088],0.8185407
[100820],[47769],0.5243091
[18381],[17436],0.81488943
[104481],[14577],0.9998934
[103448],[15795],0.8482208
[14117],[27299],0.62600684
[9602],[19275],0.996344
[16620],[15230],0.66042215
[94724],[3092],0.91366243
[6553],[9991],0.9785249
[99593],[55573],0.98295003
[80034],[11715],0.9310113
[23129],[6576],0.84870297
[51618],[16928],0.99819124
[41432],[9674],0.8104205
[20755],[21903],0.960728
[36127],[7038],0.8144755
[26815],[49109],0.6143342
[3497],[11715],0.7142109
[34944],[24149],0.82256395
[103200],[12406],0.5228848
[81663],[4497],0.53627473
[37342],[14958],0.97373784
[17796],[105573],0.9989004
[11002],[14978],0.99955946
[7313],[1865],0.8871265
[14446],[7925],0.9878834
[37928],[104533],0.9944061
[21047],[21493],0.95610154
[15230],[15913],0.8754781
[12991],[30933],0.680618
[6553],[11941],0.6858559
[23276],[7038],0.997088
[14422],[106056],0.8961778
[63888],[94724],0.6963186
[38469],[14978],0.9785906
[13923],[8720],0.9185346
[13337],[19000],0.95305663
[26898],[82392],0.9568065
[20732],[101221],0.9931991
[21493],[55639],0.96602786
[15859],[15175],0.5098483
[14100],[99678],0.99241793
[21743],[4879],0.91071343
[6383],[59425],0.88257533
[7333],[12864],0.847414
[91694],[57096],0.9998473
[11039],[16522],0.57369685
[13813],[57358],0.7781215
[11117],[65150],0.95469135
[44583],[19500],0.5672645
[74540],[25994],0.9957547
[5148],[2768],0.9998618
[98071],[36382],0.6529435
[38613],[13030],0.6711872
[65150],[15859],0.7031542
[6576],[14100],0.846462
[25536],[24763],0.9992056
[7544],[95891],0.97168046
[22756],[68281],0.68099254
[72764],[10095],0.99150294
[80930],[19437],0.9967821
[36107],[85462],0.6229383
[38916],[16808],0.99501747
[96627],[67604],0.9963429
[100643],[17340],0.9975899
[29117],[100893],0.9990759
[10059],[12864],0.9999737
[7465],[25779],0.97784036
[32252],[20713],0.52889204
[50252],[5381],0.8042261
[9198],[12518],0.5823572
[9653],[15064],0.5462614
[7266],[20877],0.80546856
[28510],[52040],0.97865385
[95371],[49892],0.89102125
[97663],[20780],0.9292485
[40068],[28863],0.5891509
[27403],[16711],0.6343141
[26898],[7367],0.79190564
[19312],[8436],0.6890585
[14059],[3740],0.8855057
[68894],[7821],0.9804471
[4789],[41061],0.85253733
[96871],[12424],0.6942602
[36382],[30243],0.73025095
[40298],[16874],0.9961207
[23276],[15747],0.53249794
[24115],[29596],0.69772077
[5792],[19437],0.86593693
[8115],[87387],0.8747305
[30243],[29483],0.7431736
[34251],[71138],0.8968179
[13724],[59639],0.72771126
[38837],[40068],0.7140645
[71138],[85619],0.93981683
[43960],[19996],0.9723575
[38385],[26815],0.5210791
[62911],[23276],0.9492658
[3497],[23033],0.9943168
[58503],[48375],0.9930441
[72991],[17143],0.9703226
[47860],[37791],0.70539904
[106431],[27677],0.932047
[7518],[11019],0.5158718
[11322],[67604],0.99539185
[13873],[17887],0.9813412
[56109],[7925],0.9930426
[105716],[12679],0.57718396
[12499],[30933],0.9191262
[15880],[15196],0.78481925
[4497],[40164],0.9878429
[39688],[26898],0.8619118
[7544],[40354],0.75003237
[21760],[6966],0.7526224
[14996],[25335],0.90766364
[21075],[35633],0.6244067
[39886],[38520],0.92233396
[48375],[13789],0.9314816
[14805],[68281],0.5325574
[38613],[15770],0.8100687
[25431],[18329],0.99994946
[7016],[102346],0.77744204
[30933],[13908],0.5287926
[15085],[38016],0.71070534
[15859],[58181],0.731301
[13602],[36556],0.96534616
[104342],[17761],0.91079915
[17887],[97492],0.9514249
[94191],[18074],0.7840755
[12152],[12889],0.968016
[8846],[97155],0.8053666
[17861],[106388],0.6075984
[28863],[29483],0.86396086
[18267],[34322],0.7832657
[16224],[15064],0.9957663
[29025],[103141],0.996249
[100848],[30933],0.76590914
[21862],[8797],0.9739415
[36024],[23276],0.6723026
[100561],[18007],0.9708755
[27919],[97031],0.9968275
[11415],[7313],0.9988638
[82392],[79685],0.97211564
[41128],[12442],0.73462296
[32173],[3433],0.51412886
[42302],[51422],0.8784343
[28709],[30933],0.987546
[39653],[54154],0.9959081
[51422],[43660],0.5056292
